restaurant_title,restaurant_address,restaurant_page,restaurant_note,restaurant_types,meal_type,sub_category,district
泰美,臺北市大安區東豐街34號,https://ifoodie.tw/restaurant/559d2ae6c03a103ee86c4918-%E6%B3%B0%E7%BE%8E,https://ifoodie.tw/blog/6805ef5670c592b1d6c0fe87/link,找相似餐廳;精緻高級;約會餐廳;午餐,0,其他,大安區
阿唐燒餅舖,臺北市大安區金山南路二段125號,https://ifoodie.tw/restaurant/55a54f32c03a10241de65ad6-%E9%98%BF%E5%94%90%E7%87%92%E9%A4%85%E8%88%96,https://ifoodie.tw/blog/68059c4d191d688ae78e6e25/link,找相似餐廳;小吃;烘焙坊,0,台式,大安區
新華港式菜館,臺北市松山區南京東路三段335巷19號,https://ifoodie.tw/restaurant/559d9592c03a103ee86c8cf8-%E6%96%B0%E8%8F%AF%E6%B8%AF%E5%BC%8F%E8%8F%9C%E9%A4%A8,https://ifoodie.tw/blog/68057f42c5292e5715a48573/link,找相似餐廳;港式料理;火鍋;合菜;午餐,0,台式,松山區
有有1969,臺北市中山區遼寧街48號,https://ifoodie.tw/restaurant/6554c70a927f800fe4f8d7f8-%E6%9C%89%E6%9C%89-,https://ifoodie.tw/blog/68057f42c5292e5715a48572/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,中山區
微熱山丘台北民生公園門市,臺北市松山區民生東路五段36巷4弄1號,https://ifoodie.tw/restaurant/5ba456def5246876c65e643c-%E5%BE%AE%E7%86%B1%E5%B1%B1%E4%B8%98-%E5%8F%B0%E5%8C%97%E6%B0%91%E7%94%9F%E5%85%AC%E5%9C%92%E9%96%80%E5%B8%82,https://ifoodie.tw/blog/6805e18eeb74c44d2c18a30b/link,找相似餐廳;午餐;食品專賣店,0,其他,松山區
洪樓小館,臺北市士林區德行西路25號,https://ifoodie.tw/restaurant/563cecd82756dd46cecfe019-%E6%B4%AA%E6%A8%93%E5%B0%8F%E9%A4%A8,https://ifoodie.tw/blog/68057ed933f17256d633e514/link,找相似餐廳;中式料理;港式料理;合菜,0,中式,士林區
一桶薑母鴨,臺北市中山區南京東路三段89巷5之4號,https://ifoodie.tw/restaurant/67087d09927f80cd9f9047fb-%E4%B8%80%E6%A1%B6%E8%96%91%E6%AF%8D%E9%B4%A8,https://ifoodie.tw/blog/6805e57e7be9c3a9bd9d2dec/link,找相似餐廳;中式料理;火鍋;合菜;宵夜,0,中式,中山區
WOOREAL純植美式餐廳,臺北市北投區石牌路一段166巷33號,https://ifoodie.tw/restaurant/6806463f927f80611f03298f-WOOREAL%E7%B4%94%E6%A4%8D%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/6805ef5c70c592b1d6c0fe88/link,美式料理;素食;午餐;晚餐,0,美式,北投區
墨墨義大利麵mur-murpasta,臺北市大安區忠孝東路三段276巷10號,https://ifoodie.tw/restaurant/5bc839db23679c361500c5da-%E5%A2%A8%E5%A2%A8%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5-mur-mur-pasta,https://ifoodie.tw/blog/682493a2927f805b2147decf/link,找相似餐廳;義式料理;約會餐廳;午餐,0,義式,大安區
梅花廳兄弟大飯店,臺北市松山區南京東路三段255號2之3樓,https://ifoodie.tw/restaurant/5c4878d72756dd3d560a1c91-%E6%A2%85%E8%8A%B1%E5%BB%B3-%E5%85%84%E5%BC%9F%E5%A4%A7%E9%A3%AF%E5%BA%97,https://ifoodie.tw/blog/6804f3b197044e85dc507cb8/link,找相似餐廳;港式料理;中式料理;合菜,0,中式,松山區
財興快餐,臺北市萬華區寶興街96號,https://ifoodie.tw/restaurant/633c354e658aba09ef70add0-%E8%B2%A1%E8%88%88%E5%BF%AB%E9%A4%90,https://ifoodie.tw/blog/680464b3eb74c42c1f154036/link,找相似餐廳;午餐;晚餐;餐盒,0,其他,萬華區
阿春涼麵,臺北市中正區中華路二段401號,https://ifoodie.tw/restaurant/592b11232756dd474fdd59af-%E9%98%BF%E6%98%A5%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/6804f3b797044e85dc507cbd/link,找相似餐廳;小吃;午餐;麵食,0,台式,中正區
士林市場地下美食街,臺北市士林區基河路101號B1,https://ifoodie.tw/restaurant/6803a2e0927f80611ffef2de-%E5%A3%AB%E6%9E%97%E5%B8%82%E5%A0%B4%E5%9C%B0%E4%B8%8B%E7%BE%8E%E9%A3%9F%E8%A1%97,https://ifoodie.tw/blog/6804f283127ca98244072f43/link,找相似餐廳;小吃;新開幕;宵夜;晚餐,0,台式,士林區
漢堡世家Burgerciaga,臺北市松山區南京東路五段123巷1弄8號1樓,https://ifoodie.tw/restaurant/680488e4eb74c42c1e0a4e2c-%E6%BC%A2%E5%A0%A1%E4%B8%96%E5%AE%B6Burgerciaga,https://ifoodie.tw/blog/680488567be9c32e9630f23e/link,美式料理;午餐;晚餐,0,美式,松山區
荒酒處居酒屋,臺北市大同區重慶北路一段1號2樓,https://ifoodie.tw/restaurant/6804f4a1927f80611ef64290-%E8%8D%92%E9%85%92%E8%99%95%E5%B1%85%E9%85%92%E5%B1%8B,https://ifoodie.tw/blog/68042eb98ea5cab0df6597a1/link,居酒屋;日本料理;宵夜;晚餐,0,日式,大同區
合成燒餅店,臺北市松山區新中街2之4號,https://ifoodie.tw/restaurant/60751faf7cc7fc5750091534-%E5%90%88%E6%88%90%E7%87%92%E9%A4%85%E5%BA%97,https://ifoodie.tw/blog/6804f23aafdeaa822fa307ef/link,找相似餐廳;小吃;烘焙坊,0,台式,松山區
勝口味大腸蚵仔麵線-大安店,臺北市大安區信義路四段30巷34號1樓,https://ifoodie.tw/restaurant/67d37caceb74c4f2956ffbf0-%E5%8B%9D%E5%8F%A3%E5%91%B3%E5%A4%A7%E8%85%B8%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A-%E5%A4%A7%E5%AE%89%E5%BA%97,https://ifoodie.tw/blog/680479d97be9c32e9630e23b/link,找相似餐廳;小吃;午餐;麵食,0,台式,大安區
本家長壽村,臺北市大安區仁愛路四段266巷8弄2號,https://ifoodie.tw/restaurant/5dda92172756dd0f0af9e3cf-%E6%9C%AC%E5%AE%B6%E9%95%B7%E5%A3%BD%E6%9D%91,https://ifoodie.tw/blog/6804faa8eb74c46d463f6da8/link,找相似餐廳;午餐;晚餐;韓式料理,0,韓式,大安區
小小樹食,臺北市大安區大安路一段116巷17號,https://ifoodie.tw/restaurant/5a4bca762756dd4707613067-%E5%B0%8F%E5%B0%8F%E6%A8%B9%E9%A3%9F,https://ifoodie.tw/blog/68042d522cfe4fad2d97f1d1/link,找相似餐廳;素食;義式料理;精緻高級,0,義式,大安區
小川鍋物,臺北市信義區松高路19號B2,https://ifoodie.tw/restaurant/5e21e2728c906d7949674220-%E5%B0%8F%E5%B7%9D%E9%8D%8B%E7%89%A9,https://ifoodie.tw/blog/6805107deb74c4d1095f592d/link,找相似餐廳;火鍋;精緻高級;約會餐廳,0,台式,信義區
潑辣涼麵,臺北市松山區南京東路四段133巷4弄14號,https://ifoodie.tw/restaurant/5bdbce9bf524680dc9fa4280-%E6%BD%91%E8%BE%A3%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/68034cc4a6168382dfb99d7b/link,找相似餐廳;小吃;午餐;晚餐,0,台式,松山區
阿堂鍋貼水餃,臺北市士林區天母東路8巷21之3號,https://ifoodie.tw/restaurant/559d0f51c03a103ee86c38d3-%E9%98%BF%E5%A0%82%E9%8D%8B%E8%B2%BC%E6%B0%B4%E9%A4%83,https://ifoodie.tw/blog/68034cc4a6168382dfb99d83/link,找相似餐廳;小吃;午餐;晚餐,0,台式,士林區
老睦家炒鱔魚。沙茶魚頭火鍋,臺北市中山區遼寧街16號,https://ifoodie.tw/restaurant/5f572a532756dd155d8e5934-%E8%80%81%E7%9D%A6%E5%AE%B6-%E7%82%92%E9%B1%94%E9%AD%9A-%E6%B2%99%E8%8C%B6%E9%AD%9A%E9%A0%AD%E7%81%AB%E9%8D%8B,https://ifoodie.tw/blog/68034cc2a6168382dfb99d7a/link,找相似餐廳;火鍋;中式料理;精緻高級,0,中式,中山區
Gras,臺北市中山區民權西路56巷2號,https://ifoodie.tw/restaurant/64ee05026f2e3142c4c304af-Gras,https://ifoodie.tw/blog/6802dd23444a283cbb7a1636/link,找相似餐廳;餐酒館;寵物友善;精緻高級,0,其他,中山區
面對面FacetoFaceNoodleHouse,臺北市中山區錦州街310號,https://ifoodie.tw/restaurant/5caac0bd22613971667e548e-%E9%9D%A2%E5%B0%8D%E9%9D%A2-Face-to-Face-Noo,https://ifoodie.tw/blog/6802dbde5598043864972261/link,找相似餐廳;小吃;合菜;約會餐廳;午餐,0,台式,中山區
FourninetineBakery南京三民店,臺北市松山區八德路四段245巷32弄22號ㄧ樓,https://ifoodie.tw/restaurant/6803a2e1927f80611ffef2e2-Fourninetine-Bakery-,https://ifoodie.tw/blog/6802dd1c444a283cbb7a1633/link,咖啡;早午餐;下午茶,0,其他,松山區
阿財彰化肉圓,臺北市中山區龍江路21巷13號,https://ifoodie.tw/restaurant/57e8c9282756dd7598efefb4-%E9%98%BF%E8%B2%A1%E5%BD%B0%E5%8C%96%E8%82%89%E5%9C%93,https://ifoodie.tw/blog/68034c60274f9f82a1d5907f/link,找相似餐廳;小吃;午餐,0,台式,中山區
ROMARO羅馬脆皮豬腩卷,臺北市大安區安和路二段173號,https://ifoodie.tw/restaurant/6803a2df927f80611ffef2da-ROMARO%E7%BE%85%E9%A6%AC%E8%84%86%E7%9A%AE%E8%B1%AC%E8%85%A9%E5%8D%B7,https://ifoodie.tw/blog/6802dc3d63daea38a28cd5a0/link,精緻高級;約會餐廳;午餐;晚餐,0,其他,大安區
度小月台北迪化店,臺北市大同區迪化街一段112號,https://ifoodie.tw/restaurant/5d565042d6895d67d0b946b3-%E5%BA%A6%E5%B0%8F%E6%9C%88-%E5%8F%B0%E5%8C%97%E8%BF%AA%E5%8C%96%E5%BA%97,https://ifoodie.tw/blog/68034d3e7442218325ca411d/link,找相似餐廳;小吃;約會餐廳;午餐;晚餐,0,台式,大同區
天徠小吃店,臺北市士林區天母東路8巷27號1樓之3,https://ifoodie.tw/restaurant/58ed1ab32756dd328d6c4fa1-%E5%A4%A9%E5%BE%A0%E5%B0%8F%E5%90%83%E5%BA%97,https://ifoodie.tw/blog/68034cc4a6168382dfb99d7d/link,找相似餐廳;小吃;合菜;晚餐,0,台式,士林區
肉匠爺漢堡專賣店,臺北市文山區興隆路三段36巷15弄12號滷味旁,https://ifoodie.tw/restaurant/5f09d3b52261393c665397e5-%E8%82%89%E5%8C%A0%E7%88%BA%E6%BC%A2%E5%A0%A1%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/6803a1f4af1e16dba1191ae5/link,找相似餐廳;小吃;美式料理;午餐;晚餐,0,台式,文山區
六廚川湘菜館,臺北市大安區信義路三段7號2樓,https://ifoodie.tw/restaurant/55a50c68c03a10241de643b1-%E5%85%AD%E5%BB%9A%E5%B7%9D%E6%B9%98%E8%8F%9C%E9%A4%A8,https://ifoodie.tw/blog/6802f8ddf1d78a662ddb6c02/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大安區
阿波伯楊桃,臺北市萬華區康定路83號清水祖師廟口旁,https://ifoodie.tw/restaurant/559dad0fc03a103ee86c9974-%E9%98%BF%E6%B3%A2%E4%BC%AF%E6%A5%8A%E6%A1%83,https://ifoodie.tw/blog/68031834eb74c45c724ed328/link,找相似餐廳;甜點;冰品飲料;小吃,0,台式,萬華區
王記府城肉粽,臺北市松山區八德路二段374號,https://ifoodie.tw/restaurant/559dd1f3c03a103ee86caf66-%E7%8E%8B%E8%A8%98%E5%BA%9C%E5%9F%8E%E8%82%89%E7%B2%BD,https://ifoodie.tw/blog/68034cc4a6168382dfb99d84/link,找相似餐廳;小吃;午餐;晚餐,0,台式,松山區
吉品海鮮餐廳,臺北市松山區敦化南路一段25號2樓,https://ifoodie.tw/restaurant/559dadbbc03a103ee86c99de-%E5%90%89%E5%93%81%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68034cc4a6168382dfb99d7c/link,找相似餐廳;中式料理;精緻高級;約會餐廳,0,中式,松山區
榮榮園浙寧餐廳,臺北市大安區信義路四段25號,https://ifoodie.tw/restaurant/559d571bc03a103ee86c665d-%E6%A6%AE%E6%A6%AE%E5%9C%92%E6%B5%99%E5%AF%A7%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68034cc4a6168382dfb99d81/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大安區
加分100%浜中特選昆布鍋物,臺北市大安區忠孝東路四段17巷34號,https://ifoodie.tw/restaurant/559d4e09c03a103ee86c60b5-%E5%8A%A0%E5%88%86-%E6%B5%9C%E4%B8%AD%E7%89%B9%E9%81%B8%E6%98%86%E5%B8%83%E9%8D%8B%E7%89%A9,https://ifoodie.tw/blog/68037dbd927f805fa636d8b0/link,找相似餐廳;火鍋;義式料理;午餐;晚餐,0,台式,大安區
圓環邊蚵仔煎,臺北市大同區寧夏路46號,https://ifoodie.tw/restaurant/559d7e2dc03a103ee86c8009-%E5%9C%93%E7%92%B0%E9%82%8A%E8%9A%B5%E4%BB%94%E7%85%8E,https://ifoodie.tw/blog/6802f80f400aad6595f0920d/link,找相似餐廳;小吃;甜點;宵夜;午餐,0,台式,大同區
iLVicino奇諾義大利披薩屋,臺北市士林區中山北路七段59號,https://ifoodie.tw/restaurant/5d4bf57b22613919833c80d7-iL-Vicino-%E5%A5%87%E8%AB%BE%E7%BE%A9%E5%A4%A7%E5%88%A9%E6%8A%AB%E8%96%A9%E5%B1%8B,https://ifoodie.tw/blog/68037e057be9c3e49b76533e/link,找相似餐廳;義式料理;午餐;晚餐,0,義式,士林區
MoonshineCoffeeRoasters私釀咖啡商行,臺北市大安區敦化南路二段265巷7號1樓,https://ifoodie.tw/restaurant/5f5cd98d2756dd156197e871-Moonshine-Coffee-Roa,https://ifoodie.tw/blog/6802dc3d63daea38a28cd59d/link,找相似餐廳;咖啡;早午餐;下午茶,0,其他,大安區
麻膳堂南港中信店,臺北市南港區經貿二路186號3樓,https://ifoodie.tw/restaurant/65858d76927f803654c6a570-%E9%BA%BB%E8%86%B3%E5%A0%82%E5%8D%97%E6%B8%AF%E4%B8%AD%E4%BF%A1%E5%BA%97,https://ifoodie.tw/blog/6814ef47eb74c44ced6fa1e8/link,找相似餐廳;牛肉麵;午餐;晚餐,0,其他,南港區
多氧層moreO2,臺北市松山區南京東路三段335巷5之1號,https://ifoodie.tw/restaurant/68027091927f80f1f6bc3bbc-%E5%A4%9A%E6%B0%A7%E5%B1%A4more-O-,https://ifoodie.tw/blog/6802707b927f808b296fbcfb/link,小吃;午餐;餐盒,0,台式,松山區
海產街蚵仔麵線,臺北市萬華區萬大路493巷16號,https://ifoodie.tw/restaurant/680251ad927f80611ffac5f7-%E6%B5%B7%E7%94%A2%E8%A1%97%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A,https://ifoodie.tw/blog/68024f9ec8ccb861cef08cb9/link,小吃;早餐;午餐,0,台式,萬華區
大麗士可麗餅南港店（4/16、4/19、4/26公休）,臺北市南港區忠孝東路六段398巷一弄二號一樓A間,https://ifoodie.tw/restaurant/680251a9927f80611ffac5e1-%E5%A4%A7%E9%BA%97%E5%A3%AB%E5%8F%AF%E9%BA%97%E9%A4%85-%E5%8D%97%E6%B8%AF%E5%BA%97-%E5%85%AC%E4%BC%91-,https://ifoodie.tw/blog/6801fc4118277d8c31d84ecb/link,甜點;小吃;下午茶,0,台式,南港區
九月茶餐廳,臺北市大同區承德路二段213號,https://ifoodie.tw/restaurant/5e610b1c2756dd3ccb34b262-%E4%B9%9D%E6%9C%88%E8%8C%B6%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68024f9ec8ccb861cef08cb5/link,找相似餐廳;港式料理;午餐;晚餐,0,其他,大同區
又一村刺身握壽司丼飯,臺北市松山區光復北路190巷39號,https://ifoodie.tw/restaurant/5b3d0bd22756dd724d43eea7-%E5%8F%88%E4%B8%80%E6%9D%91-%E5%88%BA%E8%BA%AB-%E6%8F%A1%E5%A3%BD%E5%8F%B8-%E4%B8%BC%E9%A3%AF,https://ifoodie.tw/blog/6801fb4770f863ff3e8a09cb/link,找相似餐廳;日本料理;午餐;壽司,0,日式,松山區
風川鰻魚韓式烤鰻魚,臺北市中山區吉林路26巷13號,https://ifoodie.tw/restaurant/68026f90eb74c47c2f795e43-%E9%A2%A8%E5%B7%9D%E9%B0%BB%E9%AD%9A-%E9%9F%93%E5%BC%8F%E7%83%A4%E9%B0%BB%E9%AD%9A,https://ifoodie.tw/blog/68026f6b7be9c3903a6fd0df/link,新開幕;晚餐;韓式料理,0,韓式,中山區
秦小姐豆漿店,臺北市松山區延吉街7之6號,https://ifoodie.tw/restaurant/55a4a76fc03a1002ad8ad498-%E7%A7%A6%E5%B0%8F%E5%A7%90%E8%B1%86%E6%BC%BF%E5%BA%97,https://ifoodie.tw/blog/6801fb4770f863ff3e8a09cd/link,找相似餐廳;早餐;小吃;午餐,0,台式,松山區
昆陽牛肉麵,臺北市南港區昆陽街140巷5號,https://ifoodie.tw/restaurant/55a503f1c03a10241de640ea-%E6%98%86%E9%99%BD%E7%89%9B%E8%82%89%E9%BA%B5,https://ifoodie.tw/blog/68018bbc8f9533e1f9b164e5/link,找相似餐廳;小吃;牛肉麵;午餐;晚餐,0,台式,南港區
墨賞新鐵板料理(古亭店),臺北市中正區南昌路二段103號2樓,https://ifoodie.tw/restaurant/67ed399b927f80bfb72671ad-%E5%A2%A8%E8%B3%9E%E6%96%B0%E9%90%B5%E6%9D%BF%E6%96%99%E7%90%86-%E5%8F%A4%E4%BA%AD%E5%BA%97-,https://ifoodie.tw/blog/68018bbc8f9533e1f9b164e7/link,找相似餐廳;精緻高級;約會餐廳;新開幕,0,其他,中正區
螺螄福Rosefood正宗柳州螺螄粉（雙連店）,臺北市中山區民生西路66巷17之1號,https://ifoodie.tw/restaurant/67ea968b927f80bfb8243451-%E8%9E%BA%E8%9E%84%E7%A6%8FRose-food%E6%AD%A3%E5%AE%97%E6%9F%B3%E5%B7%9E%E8%9E%BA%E8%9E%84%E7%B2%89-,https://ifoodie.tw/blog/6801ec2f7be9c3783b186aa1/link,找相似餐廳;小吃;午餐;晚餐,0,台式,中山區
巧軒涼麵,臺北市松山區北寧路8號,https://ifoodie.tw/restaurant/666af229927f80759f7abf0f-%E5%B7%A7%E8%BB%92%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/6801fb4770f863ff3e8a09cc/link,找相似餐廳;小吃;早餐;午餐,0,台式,松山區
邱記涼麵,臺北市信義區吳興街281巷1號,https://ifoodie.tw/restaurant/5633b1de2756dd46cfcfdc10-%E9%82%B1%E8%A8%98%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/6801fb4770f863ff3e8a09cf/link,找相似餐廳;小吃;早午餐;早餐;午餐,0,台式,信義區
小品雅廚,臺北市中山區中原街130號,https://ifoodie.tw/restaurant/635fcd1e658aba3049fe628f-%E5%B0%8F%E5%93%81%E9%9B%85%E5%BB%9A,https://ifoodie.tw/blog/68018a56729becde36b8a5d4/link,找相似餐廳;小吃;宵夜;晚餐,0,台式,中山區
樂雅樂家庭餐廳,臺北市中正區許昌街19號,https://ifoodie.tw/restaurant/559d15c4c03a103ee86c3bfa-%E6%A8%82%E9%9B%85%E6%A8%82%E5%AE%B6%E5%BA%AD%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/6801e096eb74c47c2f79091d/link,找相似餐廳;日本料理;午餐;晚餐,0,日式,中正區
季吉韓國美食茶飲坊,臺北市松山區民生東路三段113巷6弄13號,https://ifoodie.tw/restaurant/55a59a93c03a10241de67442-%E5%AD%A3%E5%90%89%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E8%8C%B6%E9%A3%B2%E5%9D%8A,https://ifoodie.tw/blog/6801fb4770f863ff3e8a09ca/link,找相似餐廳;午餐;晚餐;韓式料理,0,韓式,松山區
SoloPizzaNapoletana台北店,臺北市大同區酒泉街10巷9號,https://ifoodie.tw/restaurant/64ba1191cb881538bb7b0f79-Solo-Pizza-Napoletan,https://ifoodie.tw/blog/68018ac2e3acb5de679f6d7f/link,找相似餐廳;午餐;晚餐;披薩,0,義式,大同區
竹家莊,臺北市中山區南京東路二段96號,https://ifoodie.tw/restaurant/5641545f2756dd0e9a010d02-%E7%AB%B9%E5%AE%B6%E8%8E%8A,https://ifoodie.tw/blog/68018bbd8f9533e1f9b164e8/link,找相似餐廳;港式料理;中式料理;合菜,0,中式,中山區
台北晶華酒店-ROBIN'S鐵板燒,臺北市中山區中山北路二段39巷3號2樓,https://ifoodie.tw/restaurant/680251a8927f80611ffac5dd-%E5%8F%B0%E5%8C%97%E6%99%B6%E8%8F%AF%E9%85%92%E5%BA%97-ROBIN-S-%E9%90%B5%E6%9D%BF%E7%87%92,https://ifoodie.tw/blog/6801fbafce833639d3515fe6/link,午餐;晚餐;鐵板燒,0,其他,中山區
豐FOOD．海陸百匯,臺北市中山區植福路8號1樓,https://ifoodie.tw/restaurant/5783df762756dd6261d81a69-%E8%B1%90FOOD-%E6%B5%B7%E9%99%B8%E7%99%BE%E5%8C%AF,https://ifoodie.tw/blog/6801fbbace833639d3515fe7/link,找相似餐廳;親子餐廳;午餐;晚餐,0,其他,中山區
大師兄銷魂麵舖-微風北車店,臺北市中正區北平西路3號2樓,https://ifoodie.tw/restaurant/64cdb4e2d20d874fea922a70-%E5%A4%A7%E5%B8%AB%E5%85%84%E9%8A%B7%E9%AD%82%E9%BA%B5%E8%88%96-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97,https://ifoodie.tw/blog/6801fb1efc1aeee87c6838b2/link,找相似餐廳;午餐;晚餐,0,其他,中正區
金園排骨,臺北市萬華區西寧南路70號B1,https://ifoodie.tw/restaurant/559d3cc8c03a103ee86c5542-%E9%87%91%E5%9C%92%E6%8E%92%E9%AA%A8,https://ifoodie.tw/blog/6801fbbfce833639d3515fe8/link,找相似餐廳;小吃;午餐;晚餐,0,台式,萬華區
蘇草salvia,臺北市大安區辛亥路二段209號,https://ifoodie.tw/restaurant/58af23ad2756dd3c725cee59-%E8%98%87%E8%8D%89salvia,https://ifoodie.tw/blog/6801ae58927f80f039559c33/link,找相似餐廳;咖啡;早午餐;下午茶,0,其他,大安區
denuit法式餐廳,臺北市大安區信義路四段175號,https://ifoodie.tw/restaurant/5e709b7e2261392b5e43f109-de-nuit-%E6%B3%95%E5%BC%8F%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68018b2dbdbf62de95f9843f/link,找相似餐廳;精緻高級;約會餐廳;晚餐,0,其他,大安區
RememberMe記得我Café,臺北市松山區南京東路四段133巷4弄16號,https://ifoodie.tw/restaurant/55d61aaa2756dd0b398dbb57-Remember-Me%E8%A8%98%E5%BE%97%E6%88%91Caf-,https://ifoodie.tw/blog/6801a5ef7be9c36d1c246ba2/link,找相似餐廳;咖啡;甜點;義式料理,0,義式,松山區
HodaBistro餐酒館,臺北市信義區忠孝東路五段61號,https://ifoodie.tw/restaurant/673f486a7be9c31cf620b5b3-Hoda-Bistro%E9%A4%90%E9%85%92%E9%A4%A8,https://ifoodie.tw/blog/6801b7abeb74c47c304329a0/link,找相似餐廳;餐酒館;酒吧;約會餐廳,0,其他,信義區
華西街珍果,臺北市萬華區華西街113攤,https://ifoodie.tw/restaurant/559d1ed4c03a103ee86c416c-%E8%8F%AF%E8%A5%BF%E8%A1%97%E7%8F%8D%E6%9E%9C,https://ifoodie.tw/blog/6801a7b8e587e11ffbcb30ff/link,找相似餐廳;甜點;小吃;冰品飲料,0,台式,萬華區
鷹流臺灣總店,臺北市信義區忠孝東路五段183號,https://ifoodie.tw/restaurant/6801003c927f80611ff6d23c-%E9%B7%B9%E6%B5%81%E8%87%BA%E7%81%A3%E7%B8%BD%E5%BA%97,https://ifoodie.tw/blog/6800c58cce1ca1abc692f1bf/link,拉麵;牛肉麵;精緻高級;約會餐廳,0,日式,信義區
彭園湘菜館,臺北市中山區林森北路380號,https://ifoodie.tw/restaurant/55a50fc1c03a10241de644e6-%E5%BD%AD%E5%9C%92%E6%B9%98%E8%8F%9C%E9%A4%A8,https://ifoodie.tw/blog/6800ff10ef90b210e40c9a95/link,找相似餐廳;中式料理;精緻高級;約會餐廳,0,中式,中山區
阿三汕頭牛肉麵,臺北市中山區八德路二段312巷7號,https://ifoodie.tw/restaurant/5f64c2642756dd6ac385629f-%E9%98%BF%E4%B8%89%E6%B1%95%E9%A0%AD%E7%89%9B%E8%82%89%E9%BA%B5,https://ifoodie.tw/blog/6800c57ace1ca1abc692f1be/link,找相似餐廳;小吃;牛肉麵;午餐,0,台式,中山區
宋江餡餅粥,臺北市士林區天母北路2號,https://ifoodie.tw/restaurant/55a51d35c03a10241de64974-%E5%AE%8B%E6%B1%9F%E9%A4%A1%E9%A4%85%E7%B2%A5,https://ifoodie.tw/blog/6800c5e51c303aabf7863a35/link,找相似餐廳;小吃;合菜;午餐;晚餐,0,台式,士林區
瑞記海南雞飯,臺北市萬華區成都路27巷17號1樓,https://ifoodie.tw/restaurant/662b2afb7be9c3ed18873c5b-%E7%91%9E%E8%A8%98%E6%B5%B7%E5%8D%97%E9%9B%9E%E9%A3%AF,https://ifoodie.tw/blog/6801031aeb74c4a79363a250/link,找相似餐廳;小吃;午餐;晚餐,0,台式,萬華區
blukoi,臺北市大安區仁愛路四段300巷17弄3號,https://ifoodie.tw/restaurant/64bfcfde77b9e948c0e332c4-blu-koi,https://ifoodie.tw/blog/6800fe5c9e01c10cead5366c/link,找相似餐廳;日本料理;精緻高級;約會餐廳,0,日式,大安區
川味麵典,臺北市大安區四維路176巷17號,https://ifoodie.tw/restaurant/578bca522756dd59c2315874-%E5%B7%9D%E5%91%B3%E9%BA%B5%E5%85%B8,https://ifoodie.tw/blog/6800cc157be9c32766a9af38/link,找相似餐廳;中式料理;牛肉麵;合菜,0,中式,大安區
雅香石頭火鍋西門總店,臺北市萬華區成都路159號1樓,https://ifoodie.tw/restaurant/58ac80c92756dd1e62effcce-%E9%9B%85%E9%A6%99%E7%9F%B3%E9%A0%AD%E7%81%AB%E9%8D%8B-%E8%A5%BF%E9%96%80%E7%B8%BD%E5%BA%97,https://ifoodie.tw/blog/68005664ec0567e8ba04b7b9/link,找相似餐廳;火鍋;宵夜;午餐;晚餐,0,台式,萬華區
微風南京,臺北市松山區南京東路三段337號,https://ifoodie.tw/restaurant/5df662de2261391d9f7ae75f-%E5%BE%AE%E9%A2%A8%E5%8D%97%E4%BA%AC,https://ifoodie.tw/blog/6800fdfa7383790ca3fac047/link,找相似餐廳;約會餐廳;午餐;晚餐,0,其他,松山區
LazyPasta慵懶義式廚房文山政大店,臺北市文山區指南路二段161號,https://ifoodie.tw/restaurant/68010039927f80611ff6d234-Lazy-Pasta-%E6%85%B5%E6%87%B6%E7%BE%A9%E5%BC%8F%E5%BB%9A%E6%88%BF%E6%96%87%E5%B1%B1%E6%94%BF,https://ifoodie.tw/blog/6800a9bafc9c84abb4fb38d3/link,義式料理;午餐;晚餐,0,義式,文山區
駱師父醬味川客菜,臺北市大同區民族西路31巷36號,https://ifoodie.tw/restaurant/559d9de0c03a103ee86c90fa-%E9%A7%B1%E5%B8%AB%E7%88%B6%E9%86%AC%E5%91%B3%E5%B7%9D%E5%AE%A2%E8%8F%9C,https://ifoodie.tw/blog/6800393a80362db94901b432/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,大同區
